"Season","IsScoringPlay","AbsoluteYardLine","StadiumName","StadiumTurf","OutdoorStadium","StadiumType","GameWeather","Temperature","Humidity","WindSpeed","PlayDesc","KickerName"
2004,1,22,"","AstroTurf",0,"Indoors","Controlled Climate",68,50,"","40 yard field goal is GOOD","Agustin Castor"
2012,1,29,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","48 yard field goal is GOOD","Agustin Castor"
2007,1,28,"McAfee Coliseum","Grass",1,"Outdoor","Blue Skies",66,68,"8","46 yard field goal is GOOD","Agustin Castor"
2006,0,38,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","56 yard field goal is No Good","Agustin Castor"
2005,1,5,"Raymond James Stadium","Grass",1,"outdoor","Partly Cloudy, Warm",87,61,"10","23 yard field goal is GOOD","Agustin Castor"
2006,1,11,"Edward Jones Dome","AstroTurf",0,"Indoor","",NA,0,"","29 yard field goal is GOOD","Agustin Castor"
2002,1,19,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",68,31,"","37 yard field goal is GOOD","Agustin Castor"
2007,1,16,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","34 yard field goal is GOOD","Agustin Castor"
2007,1,24,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","43 yard field goal is GOOD","Agustin Castor"
2012,1,20,"Candlestick Park","Bermuda Grass",1,"Outdoor","Mostly Sunny",62,62,"15 MPH","38 yard field goal is GOOD","Agustin Castor"
2005,1,9,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","28 yard field goal is GOOD","Agustin Castor"
2009,1,17,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, temps to upper 50s.",53,70,"14","35 yard field goal is GOOD","Agustin Castor"
2003,1,31,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",74,45,"","49 yard field goal is GOOD","Agustin Castor"
2009,0,37,"Paul Brown Stadium","Grass",1,"Outdoor","Partly Cloudy",34,49,"7","55 yard field goal is No Good","Agustin Castor"
2009,0,30,"Hubert H. Humphrey Metrodome","AstroTurf",0,"","",67,0,"","48 yard field goal is No Good","Agustin Castor"
2007,1,28,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","46 yard field goal is GOOD","Agustin Castor"
2006,1,10,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","28 yard field goal is GOOD","Agustin Castor"
2009,1,8,"The Stadium at Candlestick Point","Grass",1,"Outdoor","Sunny",55,80,"5","27 yard field goal is GOOD","Agustin Castor"
2008,1,7,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","25 yard field goal is GOOD","Agustin Castor"
2009,1,19,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,65,"","37 yard field goal is GOOD","Agustin Castor"
2004,1,30,"","AstroTurf",0,"Dome","",64,0,"","48 yard field goal is GOOD","Agustin Castor"
2008,1,22,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","40 yard field goal is GOOD","Agustin Castor"
2005,1,26,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","45 yard field goal is GOOD","Agustin Castor"
2009,0,22,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, temps to upper 50s.",53,70,"14","40 yard field goal is GOOD","Agustin Castor"
2008,1,35,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","53 yard field goal is GOOD","Agustin Castor"
2010,1,31,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","49 yard field goal is GOOD","Agustin Castor"
2009,1,20,"Hubert H. Humphrey Metrodome","AstroTurf",0,"","",67,0,"","38 yard field goal is GOOD","Agustin Castor"
2011,1,12,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","30 yard field goal is GOOD","Agustin Castor"
2005,0,27,"Ford Field","AstroTurf",0,"Indoors","Artificially Controlled",68,70,"","46 yard field goal is No Good","Agustin Castor"
2012,1,23,"University Of Phoenix Stadium","Bermuda Grass",1,"Dome","Sunny, clear skies",57,52,"3.5","41 yard field goal is GOOD","Agustin Castor"
2007,1,35,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","53 yard field goal is GOOD","Agustin Castor"
2008,1,22,"Bank of America Stadium","Grass",1,"Outdoor","Sunny ",54,58,"10","40 yard field goal is GOOD","Agustin Castor"
2009,0,36,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,65,"","54 yard field goal is No Good","Agustin Castor"
2005,1,21,"Louisiana Superdome","AstroTurf",0,"Dome","Controlled Climate",68,70,"","39 yard field goal is GOOD","Agustin Castor"
2006,1,7,"The Meadowlands","Sport Grass",1,"Outdoor","",57,52,"8mph","25 yard field goal is GOOD","Agustin Castor"
2011,0,37,"Louisiana Superdome","AstroTurf",0,"Domed","Cloudy",70,74,"11","55 yard field goal is No Good","Agustin Castor"
2011,0,24,"Louisiana Superdome","AstroTurf",0,"Domed","Cloudy",70,74,"11","42 yard field goal is BLOCKED","Agustin Castor"
2002,1,24,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",63,40,"38 Def F, Winds SW 5 to 15mph, Humidity 72%","42 yard field goal is GOOD","Agustin Castor"
2009,1,31,"Seahawks Stadium","Artificial Turf",1,"Outdoor","Cloudy",48,80,"11","50 yard field goal is GOOD","Agustin Castor"
2006,1,5,"Lambeau Field","Grass",1,"Outdoor","Partly sunny",41,55,"10","23 yard field goal is GOOD","Agustin Castor"
2012,1,13,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","31 yard field goal is GOOD","Agustin Castor"
2008,1,32,"Lucas Oil Stadium","AstroTurf",0,"Retractable Roof-Closed","",40,71,"20","51 yard field goal is GOOD","Agustin Castor"
2012,1,16,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",70,68,"","34 yard field goal is GOOD","Agustin Castor"
2006,1,27,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","45 yard field goal is GOOD","Agustin Castor"
2012,0,33,"Lambeau Field","DD Grassmaster",1,"Outdoor","Snow",33,92,"10","51 yard field goal is No Good","Agustin Castor"
2008,1,31,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","49 yard field goal is GOOD","Agustin Castor"
2007,1,5,"McAfee Coliseum","Grass",1,"Outdoor","Blue Skies",66,68,"8","23 yard field goal is GOOD","Agustin Castor"
2007,1,27,"McAfee Coliseum","Grass",1,"Outdoor","Blue Skies",66,68,"8","46 yard field goal is GOOD","Agustin Castor"
2003,1,5,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",72,70,"","24 yard field goal is GOOD","Agustin Castor"
2002,1,4,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",62,34,"","23 yard field goal is GOOD","Agustin Castor"
2009,1,23,"Seahawks Stadium","Artificial Turf",1,"Outdoor","Cloudy",48,80,"11","41 yard field goal is GOOD","Agustin Castor"
2005,1,27,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","45 yard field goal is GOOD","Agustin Castor"
2002,1,26,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",63,40,"38 Def F, Winds SW 5 to 15mph, Humidity 72%","44 yard field goal is GOOD","Agustin Castor"
2008,1,21,"Hubert H. Humphrey Metrodome","AstroTurf",0,"Indoors","",68,0,"","40 yard field goal is GOOD","Agustin Castor"
2009,0,15,"Seahawks Stadium","Artificial Turf",1,"Outdoor","Cloudy",48,80,"11","34 yard field goal is No Good","Agustin Castor"
2012,1,12,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","30 yard field goal is GOOD","Agustin Castor"
2012,0,29,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",60,70,"","47 yard field goal is No Good","Agustin Castor"
2006,1,35,"Hubert H. Humphrey Metrodome","AstroTurf",0,"Indoor","",65,0,"","53 yard field goal is GOOD","Agustin Castor"
2007,0,34,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","52 yard field goal is BLOCKED","Agustin Castor"
2007,1,24,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","42 yard field goal is GOOD","Agustin Castor"
2006,1,22,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","40 yard field goal is GOOD","Agustin Castor"
2011,0,29,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",67,70,"","47 yard field goal is No Good","Agustin Castor"
2012,1,1,"Lincoln Financial Field","Bermuda (Sep-Oct) / Bluegrass (Nov Ð Jan)",1,"Outdoor","Sunny",66,58,"15","19 yard field goal is GOOD","Agustin Castor"
2003,1,21,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",71,68,"","39 yard field goal is GOOD","Agustin Castor"
2002,0,26,"Georgia Dome","Artificial Turf",0,"Indoor","",72,0,"","44 yard field goal is No Good","Agustin Castor"
2012,1,13,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","31 yard field goal is GOOD","Agustin Castor"
2011,1,32,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","50 yard field goal is GOOD","Agustin Castor"
2012,1,15,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","33 yard field goal is GOOD","Agustin Castor"
2011,1,10,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",67,70,"","28 yard field goal is GOOD","Agustin Castor"
2004,1,13,"ALLTEL Stadium","Grass",1,"Open","Gusts of 22 mph",60,86,"14","31 yard field goal is GOOD","Agustin Castor"
2002,1,31,"Hubert H. Humphrey Metrodome","AstroTurf",0,"Indoor","56",NA,0,"","49 yard field goal is GOOD","Agustin Castor"
2002,1,6,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",68,31,"","25 yard field goal is GOOD","Agustin Castor"
2006,1,11,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","29 yard field goal is GOOD","Agustin Castor"
2003,1,11,"Arrowhead Stadium","Grass",1,"Outdoor","Cloudy",29,88,"12","29 yard field goal is GOOD","Agustin Castor"
2011,1,33,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",67,70,"","51 yard field goal is GOOD","Agustin Castor"
2004,1,27,"","AstroTurf",0,"Indoors","Artificially Controlled",68,70,"","45 yard field goal is GOOD","Agustin Castor"
2010,1,32,"New Meadowlands stadium","Sport Grass",1,"","Sunny",63,44,"9","50 yard field goal is GOOD","Agustin Castor"
2010,1,32,"New Meadowlands stadium","Sport Grass",1,"","Sunny",63,44,"9","50 yard field goal is GOOD","Agustin Castor"
2002,1,5,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",68,54,"","23 yard field goal is GOOD","Agustin Castor"
2006,1,15,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","33 yard field goal is GOOD","Agustin Castor"
2011,1,25,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",67,58,"","43 yard field goal is GOOD","Agustin Castor"
2004,1,13,"","AstroTurf",0,"Indoors","Controlled Climate",68,60,"","32 yard field goal is GOOD","Agustin Castor"
2002,1,16,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",68,54,"","34 yard field goal is GOOD","Agustin Castor"
2005,1,8,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","26 yard field goal is GOOD","Agustin Castor"
2004,1,3,"ALLTEL Stadium","Grass",1,"Open","Gusts of 22 mph",60,86,"14","21 yard field goal is GOOD","Agustin Castor"
2005,1,2,"Louisiana Superdome","AstroTurf",0,"Dome","Controlled Climate",68,70,"","21 yard field goal is GOOD","Agustin Castor"
2008,1,38,"Bank of America Stadium","Grass",1,"Outdoor","Sunny ",54,58,"10","56 yard field goal is GOOD","Agustin Castor"
2007,1,12,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","30 yard field goal is GOOD","Agustin Castor"
2009,1,20,"The Stadium at Candlestick Point","Grass",1,"Outdoor","Sunny",55,80,"5","38 yard field goal is GOOD","Agustin Castor"
2011,1,32,"INVESCO Field at Mile High","Grass",1,"Outdoor","Sunny",56,31,"5","50 yard field goal is GOOD","Agustin Castor"
2003,1,35,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",71,68,"","54 yard field goal is GOOD","Agustin Castor"
2002,1,20,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",68,54,"","38 yard field goal is GOOD","Agustin Castor"
2002,1,25,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",63,40,"38 Def F, Winds SW 5 to 15mph, Humidity 72%","43 yard field goal is GOOD","Agustin Castor"
2011,1,20,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",67,58,"","38 yard field goal is GOOD","Agustin Castor"
2012,1,22,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","40 yard field goal is GOOD","Agustin Castor"
2002,1,5,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",68,54,"","23 yard field goal is GOOD","Agustin Castor"
2007,0,28,"Lincoln Financial Field","Grass",1,"Outdoor","Sunny",76,38,"12","46 yard field goal is No Good","Agustin Castor"
2007,1,8,"Soldier Field","Grass",1,"Outdoor","Sunny",51,41,"5","26 yard field goal is GOOD","Agustin Castor"
2008,1,26,"The Stadium at Candlestick Point","Grass",1,"Outdoors","Sunny",67,62,"12","44 yard field goal is GOOD","Agustin Castor"
2012,1,28,"Lambeau Field","DD Grassmaster",1,"Outdoor","Snow",33,92,"10","46 yard field goal is GOOD","Agustin Castor"
2005,1,1,"Lambeau Field","Grass",1,"Outdoor","Partly cloudy",14,64,"8","19 yard field goal is GOOD","Agustin Castor"
2003,1,23,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",71,68,"","42 yard field goal is GOOD","Agustin Castor"
2005,1,5,"Lambeau Field","Grass",1,"Outdoor","Partly cloudy",14,64,"8","23 yard field goal is GOOD","Agustin Castor"
2007,1,2,"Soldier Field","Grass",1,"Outdoor","Sunny",51,41,"5","20 yard field goal is GOOD","Agustin Castor"
2002,1,20,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",62,34,"","39 yard field goal is GOOD","Agustin Castor"
2004,1,13,"","AstroTurf",0,"Indoors","Artificially Controlled",68,70,"","31 yard field goal is GOOD","Agustin Castor"
2011,1,13,"Louisiana Superdome","AstroTurf",0,"Domed","Cloudy",70,74,"11","31 yard field goal is GOOD","Agustin Castor"
2005,1,12,"Ford Field","AstroTurf",0,"Indoors","Artificially Controlled",68,70,"","30 yard field goal is GOOD","Agustin Castor"
2004,1,5,"","AstroTurf",0,"Indoors","Controlled Climate",68,60,"","23 yard field goal is GOOD","Agustin Castor"
2006,0,22,"Soldier Field","Grass",1,"Outdoor","Mostly Cloudy, 40% chance showers/t-storms",68,81,"7","40 yard field goal is No Good","Agustin Castor"
2004,1,13,"","Grass",1,"Outdoor","Windy and overcast, intermittent snow flurries",33,66,"28","31 yard field goal is GOOD","Agustin Castor"
2012,1,27,"Lincoln Financial Field","Bermuda (Sep-Oct) / Bluegrass (Nov Ð Jan)",1,"Outdoor","Sunny",66,58,"15","45 yard field goal is GOOD","Agustin Castor"
2008,1,11,"Lucas Oil Stadium","AstroTurf",0,"Retractable Roof-Closed","",40,71,"20","30 yard field goal is GOOD","Agustin Castor"
2008,1,36,"Reliant Stadium","Grass",1,"Under Open Retractable Roof","Clear",77,42,"3","54 yard field goal is GOOD","Agustin Castor"
2011,1,15,"Texas Stadium","Sportfield Turf",1,"Indoor","",NA,0,"","33 yard field goal is GOOD","Agustin Castor"
2005,1,3,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","21 yard field goal is GOOD","Agustin Castor"
2010,1,30,"Lambeau Field","Grass",1,"Outdoor","Partly cloudy",52,61,"8","49 yard field goal is GOOD","Agustin Castor"
2006,1,18,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","36 yard field goal is GOOD","Agustin Castor"
2004,1,18,"","AstroTurf",0,"Indoors","Artificially Controlled",68,70,"","36 yard field goal is GOOD","Agustin Castor"
2011,1,6,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",67,58,"","24 yard field goal is GOOD","Agustin Castor"
2007,1,31,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","49 yard field goal is GOOD","Agustin Castor"
2006,1,25,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","43 yard field goal is GOOD","Agustin Castor"
2004,1,30,"","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","48 yard field goal is GOOD","Agustin Castor"
2012,1,15,"Lambeau Field","DD Grassmaster",1,"Outdoor","Snow",33,92,"10","34 yard field goal is GOOD","Agustin Castor"
2006,1,24,"Lambeau Field","Grass",1,"Outdoor","Partly sunny",41,55,"10","42 yard field goal is GOOD","Agustin Castor"
2007,0,21,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","39 yard field goal is BLOCKED","Agustin Castor"
2002,1,27,"Ford Field","AstroTurf",0,"Indoor","Artificially Controlled",62,34,"","45 yard field goal is GOOD","Agustin Castor"
2003,1,10,"The Stadium at Candlestick Point","Grass",1,"Outdoor","Sunny ",66,70,"6 mph","28 yard field goal is GOOD","Agustin Castor"
2006,1,34,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","53 yard field goal is GOOD","Agustin Castor"
2007,0,11,"Soldier Field","Grass",1,"Outdoor","Sunny",51,41,"5","29 yard field goal is No Good","Agustin Castor"
2006,1,1,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","19 yard field goal is GOOD","Agustin Castor"
2006,1,5,"Texas Stadium","Sportfield Turf",1,"Outdoor","Partly Cloudy skies",45,58,"","23 yard field goal is GOOD","Agustin Castor"
2011,0,33,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",67,58,"","52 yard field goal is No Good","Agustin Castor"
2010,1,28,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","47 yard field goal is GOOD","Agustin Castor"
2007,1,34,"Soldier Field","Grass",1,"Outdoor","Sunny",51,41,"5","52 yard field goal is GOOD","Agustin Castor"
2006,1,7,"Texas Stadium","Sportfield Turf",1,"Outdoor","Partly Cloudy skies",45,58,"","25 yard field goal is GOOD","Agustin Castor"
2011,1,10,"Raymond James Stadium","Grass",1,"Outdoor","Sunny",86,55,"6","28 yard field goal is GOOD","Agustin Castor"
2011,1,7,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",67,58,"","25 yard field goal is GOOD","Agustin Castor"
2011,1,13,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",70,68,"","31 yard field goal is GOOD","Agustin Castor"
2006,1,15,"Texas Stadium","Sportfield Turf",1,"Outdoor","Partly Cloudy skies",45,58,"","33 yard field goal is GOOD","Agustin Castor"
2005,1,26,"Raymond James Stadium","Grass",1,"outdoor","Partly Cloudy, Warm",87,61,"10","44 yard field goal is GOOD","Agustin Castor"
2010,1,30,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","48 yard field goal is GOOD","Agustin Castor"
2010,1,14,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","32 yard field goal is GOOD","Agustin Castor"
2008,1,21,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","39 yard field goal is GOOD","Agustin Castor"
2004,1,4,"","AstroTurf",0,"Indoors","Artificially Controlled",68,70,"","22 yard field goal is GOOD","Agustin Castor"
2002,1,20,"Arrowhead Stadium","Grass",1,"Outdoor","Sunny",33,54,"6","38 yard field goal is GOOD","Arlen Scalzo"
2002,0,33,"Ericsson Stadium","Grass",1,"Outdoor","Partly Cloudy",78,59,"12","50 yard field goal is No Good","Edison Wiesner"
2010,1,24,"Cleveland Browns Stadium","Grass",1,"Outdoor","sunny",39,0,"5-13","43 yard field goal is GOOD","Edison Wiesner"
2003,1,30,"RCA Dome","AstroTurf",0,"Dome","",NA,0,"","47 yard field goal is GOOD","Edison Wiesner"
2003,1,20,"Ericsson Stadium","Grass",1,"Outdoor","Partly Cloudy",75,41,"10","38 yard field goal is GOOD","Edison Wiesner"
2008,1,25,"Bank of America Stadium","Grass",1,"Outdoors","Sunny",80,77,"0","43 yard field goal is GOOD","Edison Wiesner"
2011,0,5,"Louisiana Superdome","AstroTurf",0,"Domed","Sunny",85,58,"8","23 yard field goal is GOOD","Edison Wiesner"
2007,1,11,"Bank of America Stadium","Grass",1,"Outdoor","Cloudy",46,41,"5","29 yard field goal is GOOD","Edison Wiesner"
2005,1,29,"Ericsson Stadium","Grass",1,"Outdoors","Sunny",79,36,"15 Gusts to 23","46 yard field goal is GOOD","Edison Wiesner"
2002,1,9,"Ericsson Stadium","Grass",1,"Outdoor","Partly Cloudy",78,59,"12","27 yard field goal is GOOD","Edison Wiesner"
2007,1,1,"Raymond James Stadium","Grass",1,"Outdoor","Mostly Cloudy",80,64,"14mph","19 yard field goal is GOOD","Edison Wiesner"
2010,1,28,"Raymond James Stadium","Grass",1,"Outdoor","Sunny",73,57,"7","46 yard field goal is GOOD","Edison Wiesner"
2007,1,17,"Louisiana Superdome","AstroTurf",0,"Indoor","Rain",84,77,"14","35 yard field goal is GOOD","Edison Wiesner"
2010,1,30,"Raymond James Stadium","Grass",1,"Outdoor","Sunny",73,57,"7","48 yard field goal is GOOD","Edison Wiesner"
